City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
134,malanje,-9.5402,16.341,292.39,73,38,1.77,AO,1684704649
135,howrah,22.5892,88.3103,300.15,78,40,4.12,IN,1684704650
136,san mariano,7.5,126.0,296.62,93,99,0.79,PH,1684704650
137,west island,-12.1568,96.8225,299.14,89,12,2.06,CC,1684704471
138,ratnagiri,16.9833,73.3,300.78,82,3,4.57,IN,1684704650
139,matoury,4.8483,-52.3317,300.13,83,75,1.54,GF,1684704650
140,belmonte,-15.8631,-38.8828,294.18,88,20,1.6,BR,1684704651
141,malabar,-33.9667,151.25,282.99,80,20,5.66,AU,1684704651
142,puerto carreno,6.189,-67.4859,301.14,83,75,2.06,CO,1684704651
143,fort mcmurray,56.7268,-111.381,296.92,40,100,3.09,CA,1684704612
144,puerto baquerizo moreno,-0.9,-89.6,300.7,74,75,5.14,EC,1684704651
145,gumrak,48.7826,44.3824,290.1,45,0,5.0,RU,1684704657
146,yzeure,46.5644,3.355,287.21,99,100,1.04,FR,1684704657
147,poshekhon'ye,58.4993,39.1353,283.6,97,100,2.89,RU,1684704657
148,badger,64.8,-147.5333,293.15,39,0,2.57,US,1684704657
149,lihue,21.9789,-159.3672,300.73,76,40,4.12,US,1684704657
150,vol'sk,52.0333,47.3833,287.14,58,100,3.36,RU,1684704658
151,bela vista,-22.1089,-56.5211,293.94,82,84,2.18,BR,1684704658
152,al mijlad,11.0333,27.7333,305.63,11,2,5.93,SD,1684704658
153,toliara,-23.35,43.6667,296.86,60,0,1.59,MG,1684704658
154,kingston,17.997,-76.7936,302.71,86,75,4.63,JM,1684704545
155,undurkhaan,47.3194,110.6556,281.42,39,11,1.56,MN,1684704659
156,barra,-11.0894,-43.1417,297.76,37,0,1.42,BR,1684704659
157,haiku-pauwela,20.9219,-156.3051,302.16,48,40,7.72,US,1684704659
158,chajul,15.4853,-91.0342,298.17,91,100,2.08,GT,1684704660
159,carutapera,-1.195,-46.02,301.52,77,100,7.82,BR,1684704660
160,kapuskasing,49.4169,-82.4331,283.2,40,40,3.6,CA,1684704456
161,invercargill,-46.4,168.35,279.88,78,100,1.06,NZ,1684704660
162,tosontsengel,48.7567,98.2839,279.44,48,100,3.68,MN,1684704660
163,mikuni,36.2171,136.1519,291.1,91,100,0.78,JP,1684704661
164,wainwright,52.839,-110.8572,299.36,34,96,6.76,CA,1684704661
165,cooper's town,26.8667,-77.5167,299.14,73,28,4.61,BS,1684704661
166,hadibu,12.65,54.0333,303.14,63,69,2.14,YE,1684704660
167,nogliki,51.8333,143.1667,275.83,88,100,5.63,RU,1684704662
168,new norfolk,-42.7826,147.0587,285.87,64,100,0.89,AU,1684704662
169,novohrad-volynskyi,50.5941,27.6165,284.06,70,40,1.79,UA,1684704662
170,bushehr,28.9684,50.8385,302.2,61,0,3.09,IR,1684704662
171,chonchi,-42.6128,-73.8092,280.71,91,100,0.57,CL,1684704662
172,tazacorte,28.629,-17.9293,292.69,81,40,5.14,ES,1684704663
173,uliastay,47.7417,96.8444,281.34,31,100,3.31,MN,1684704663
174,dien bien phu,21.3833,103.0167,294.92,81,0,0.86,VN,1684704663
175,post,33.1909,-101.3782,300.41,40,68,6.16,US,1684704663
176,sao joao da barra,-21.6403,-41.0511,293.2,87,99,2.28,BR,1684704664
177,usogorsk,63.4106,48.6872,285.01,50,70,0.29,RU,1684704664
178,umba,66.6871,34.3429,282.41,71,94,1.0,RU,1684704664
179,menongue,-14.6585,17.691,290.91,70,88,1.72,AO,1684704664
180,kolonia town,6.964,158.206,301.21,89,100,1.54,FM,1684704664
181,gadzhiyevo,69.2551,33.3362,280.65,93,100,6.14,RU,1684704665
182,yambio,4.5721,28.3955,293.32,91,7,2.08,SS,1684704665
183,ondjiva,-17.0667,15.7333,294.17,37,5,1.54,AO,1684704665
184,ta'izz,13.5,44.0,294.77,55,24,2.4,YE,1684704665
185,yinchuan,38.4681,106.2731,284.4,35,20,2.69,CN,1684704666
186,touros,-5.1989,-35.4608,299.6,83,5,5.32,BR,1684704666
